Function ID,Name,Ana sen JC8 2547132134
KO:K03464,muconolactone D-isomerase [EC:5.3.3.4] (catC),0
KO:K03465,"thymidylate synthase (FAD) [EC:2.1.1.148] (E2.1.1.148, thyX, thy1)",0
KO:K03472,D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72] (epd),0
KO:K03473,erythronate-4-phosphate dehydrogenase [EC:1.1.1.290] (pdxB),0
KO:K03474,pyridoxine 5-phosphate synthase [EC:2.6.99.2] (pdxJ),0
KO:K03475,"PTS system, ascorbate-specific IIC component (PTS-Ula-EIIC, ulaA, sgaT)",1
KO:K03476,L-ascorbate 6-phosphate lactonase [EC:3.1.1.-] (ulaG),0
KO:K03479,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7A) [EC:2.4.99.3] (SIAT7A, ST6GalNAc I)",0
KO:K03494,"beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4C) [EC:2.4.99.4] (SIAT4C)",0
KO:K03504,DNA polymerase delta subunit 3 (POLD3),0
KO:K03505,DNA polymerase delta subunit 4 (POLD4),0
KO:K03506,DNA polymerase epsilon subunit 4 [EC:2.7.7.7] (POLE4),0
KO:K03508,"DNA polymerase zeta [EC:2.7.7.7] (POLZ2, rev7)",0
KO:K03517,quinolinate synthase [EC:2.5.1.72] (nadA),0
KO:K03524,"BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15] (birA)",0
KO:K03525,type III pantothenate kinase [EC:2.7.1.33] (coaX),1
KO:K03526,"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] (gcpE, ispG)",1
KO:K03527,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2] (ispH, lytB)",1
KO:K03541,photosystem II 10kDa protein (psbR),0
KO:K03542,photosystem II 22kDa protein (psbS),0
KO:K03621,glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15] (plsX),1
KO:K03635,"molybdopterin synthase catalytic subunit [EC:2.8.1.12] (MOCS2, moaE)",0
KO:K03636,molybdopterin synthase sulfur carrier subunit (moaD),0
KO:K03637,cyclic pyranopterin phosphate synthase [EC:4.1.99.18] (moaC),0
KO:K03639,"cyclic pyranopterin phosphate synthase [EC:4.1.99.18] (MOCS1, moaA)",0
KO:K03644,lipoic acid synthetase [EC:2.8.1.8] (lipA),0
KO:K03661,"V-type H+-transporting ATPase 21kDa proteolipid subunit (ATPeV0B, ATP6F)",0
KO:K03662,"V-type H+-transporting ATPase S1 subunit (ATPeVS1, ATP6S1)",0
KO:K03663,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152] (FUT9),0
KO:K03689,cytochrome b6-f complex subunit 8 (petN),0
KO:K03707,thiaminase (transcriptional activator TenA) [EC:3.5.99.2] (tenA),0
KO:K03715,"1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46] (E2.4.1.46)",0
KO:K03735,ethanolamine ammonia-lyase large subunit [EC:4.3.1.7] (eutB),0
KO:K03736,ethanolamine ammonia-lyase small subunit [EC:4.3.1.7] (eutC),0
KO:K03737,"pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (por, nifJ)",2
KO:K03738,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5] (aor),0
KO:K03763,"DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7] (DPO3A2, polC)",2
KO:K03766,"beta-1,3-N-acetylglucosaminyltransferase 5 [EC:2.4.1.206] (B3GNT5)",0
KO:K03782,catalase-peroxidase [EC:1.11.1.21] (katG),0
KO:K03783,purine-nucleoside phosphorylase [EC:2.4.2.1] (punA),0
KO:K03784,purine-nucleoside phosphorylase [EC:2.4.2.1] (deoD),2
KO:K03785,3-dehydroquinate dehydratase I [EC:4.2.1.10] (aroD),0
KO:K03786,"3-dehydroquinate dehydratase II [EC:4.2.1.10] (aroQ, qutE)",2
KO:K03787,5'-nucleotidase [EC:3.1.3.5] (surE),0
KO:K03792,"beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 10) [EC:2.4.99.10] (SIAT10, ST3GAL6)",0
KO:K03794,sirohydrochlorin ferrochelatase [EC:4.99.1.4] (sirB),0
KO:K03795,sirohydrochlorin cobaltochelatase [EC:4.99.1.3] (cbiX),0
KO:K03800,lipoate-protein ligase A [EC:2.7.7.63] (lplA),0
KO:K03801,lipoyl(octanoyl) transferase [EC:2.3.1.181] (lipB),0
KO:K03815,xanthosine phosphorylase [EC:2.4.2.-] (xapA),0
KO:K03816,xanthine phosphoribosyltransferase [EC:2.4.2.22] (xpt),1
KO:K03841,"fructose-1,6-bisphosphatase I [EC:3.1.3.11] (FBP, fbp)",0
KO:K03842,"beta-1,4-mannosyltransferase [EC:2.4.1.142] (ALG1)",0
KO:K03843,"alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257] (ALG2)",0
KO:K03844,"alpha-1,2-mannosyltransferase [EC:2.4.1.131] (ALG11)",0
KO:K03845,"alpha-1,3-mannosyltransferase [EC:2.4.1.258] (ALG3)",0
KO:K03846,"alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261] (ALG9)",0
KO:K03847,"alpha-1,6-mannosyltransferase [EC:2.4.1.260] (ALG12)",0
KO:K03848,"alpha-1,3-glucosyltransferase [EC:2.4.1.267] (ALG6)",0
KO:K03849,"alpha-1,3-glucosyltransferase [EC:2.4.1.265] (ALG8)",0
KO:K03850,"alpha-1,2-glucosyltransferase [EC:2.4.1.256] (ALG10)",0
KO:K03851,taurine-pyruvate aminotransferase [EC:2.6.1.77] (tpa),0
KO:K03856,"3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] (AROA2, aroA)",2
KO:K03857,"phosphatidylinositol glycan, class A [EC:2.4.1.198] (PIGA, GPI3)",0
KO:K03858,"phosphatidylinositol glycan, class H (PIGH, GPI15)",0
KO:K03859,"phosphatidylinositol glycan, class C (PIGC, GPI2)",0
KO:K03860,"phosphatidylinositol glycan, class Q (PIGQ, GPI1)",0
KO:K03861,"phosphatidylinositol glycan, class P (PIGP, GPI19, DSCR5)",0
KO:K03877,"beta-1,3-galactosyltransferase 5 [EC:2.4.1.-] (B3GALT5)",0
KO:K03878,NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3] (ND1),0
KO:K03879,NADH-ubiquinone oxidoreductase chain 2 [EC:1.6.5.3] (ND2),0
KO:K03880,NADH-ubiquinone oxidoreductase chain 3 [EC:1.6.5.3] (ND3),0
KO:K03881,NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3] (ND4),0
KO:K03882,NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3] (ND4L),0
KO:K03883,NADH-ubiquinone oxidoreductase chain 5 [EC:1.6.5.3] (ND5),0
KO:K03884,NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3] (ND6),0
KO:K03886,"menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-] (MQCRA, qcrA, bfcA, petC)",0
KO:K03887,"menaquinol-cytochrome c reductase cytochrome b subunit (MQCRB, qcrB, bfcB, petB)",0
KO:K03888,"menaquinol-cytochrome c reductase cytochrome b/c subunit (MQCRC, qcrC, bfcC, petD)",0
KO:K03889,ubiquinol-cytochrome c reductase cytochrome c subunit (qcrC),0
KO:K03890,ubiquinol-cytochrome c reductase iron-sulfur subunit (qcrA),0
KO:K03891,ubiquinol-cytochrome c reductase cytochrome b subunit (qcrB),0
KO:K03918,L-lysine 6-transaminase [EC:2.6.1.36] (lat),0
KO:K03934,NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3] (NDUFS1),0
KO:K03935,NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3] (NDUFS2),0
KO:K03936,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3] (NDUFS3),0
KO:K03937,NADH dehydrogenase (ubiquinone) Fe-S protein 4 (NDUFS4),0
KO:K03938,NADH dehydrogenase (ubiquinone) Fe-S protein 5 (NDUFS5),0
KO:K03939,NADH dehydrogenase (ubiquinone) Fe-S protein 6 (NDUFS6),0
KO:K03940,NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3] (NDUFS7),0
KO:K03941,NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3] (NDUFS8),0
KO:K03942,NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3] (NDUFV1),0
KO:K03943,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3] (NDUFV2),0
KO:K03944,NADH dehydrogenase (ubiquinone) flavoprotein 3 (NDUFV3),0
KO:K03945,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1 (NDUFA1),0
KO:K03946,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2 (NDUFA2),0
KO:K03947,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 3 (NDUFA3),0
KO:K03948,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4 (NDUFA4),0
KO:K03949,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5 (NDUFA5),0
KO:K03950,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6 (NDUFA6),0
KO:K03951,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7 (NDUFA7),0
KO:K03952,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8 (NDUFA8),0
KO:K03953,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9 (NDUFA9),0
KO:K03954,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10 (NDUFA10),0
KO:K03955,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 (NDUFAB1),0
KO:K03956,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11 (NDUFA11),0
KO:K03957,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1 (NDUFB1),0
KO:K03958,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2 (NDUFB2),0
KO:K03959,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3 (NDUFB3),0
KO:K03960,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4 (NDUFB4),0
KO:K03961,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5 (NDUFB5),0
KO:K03962,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6 (NDUFB6),0
KO:K03963,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7 (NDUFB7),0
KO:K03964,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8 (NDUFB8),0
KO:K03965,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9 (NDUFB9),0
KO:K03966,NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10 (NDUFB10),0
KO:K03967,NADH dehydrogenase (ubiquinone) 1 subunit C1 (NDUFC1),0
KO:K03968,NADH dehydrogenase (ubiquinone) 1 subunit C2 (NDUFC2),0
KO:K04019,ethanolamine utilization protein EutA (eutA),0
KO:K04020,phosphotransacetylase (eutD),0
KO:K04021,aldehyde dehydrogenase (eutE),0
KO:K04022,alcohol dehydrogenase (eutG),0
KO:K04034,anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-] (bchE),0
KO:K04035,"magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81] (E1.14.13.81, acsF, chlE)",0
KO:K04036,divinyl protochlorophyllide a 8-vinyl-reductase [EC:1.-.-.-] (bchJ),0
KO:K04037,light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7] (chlL),0
KO:K04038,light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7] (chlN),0
KO:K04039,light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7] (chlB),0
KO:K04040,"chlorophyll synthase [EC:2.5.1.62] (chlG, bchG)",0
KO:K04041,"fructose-1,6-bisphosphatase III [EC:3.1.3.11] (fbp3)",1
KO:K04042,bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157] (glmU),1
KO:K04071,6-pyruvoyltetrahydropterin 2'-reductase [EC:1.1.1.220] (E1.1.1.220),0
KO:K04072,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1] (adhE),0
KO:K04073,acetaldehyde dehydrogenase [EC:1.2.1.10] (mhpF),0
KO:K04092,chorismate mutase [EC:5.4.99.5] (tyrA1),0
KO:K04093,chorismate mutase [EC:5.4.99.5] (pheA1),0
KO:K04097,prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18] (HPGDS),0
KO:K04098,"hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37] (chqB)",0
KO:K04102,"4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55] (pht5)",0
KO:K04103,"indolepyruvate decarboxylase [EC:4.1.1.74] (E4.1.1.74, ipdC)",0
KO:K04105,4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25] (hbaA),0
KO:K04107,"4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9] (hcrC, hbaB)",0
KO:K04108,"4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9] (hcrA, hbaC)",0
KO:K04109,"4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9] (hcrB, hbaD)",0
KO:K04110,benzoate-CoA ligase [EC:6.2.1.25] (badA),0
KO:K04112,"benzoyl-CoA reductase subunit C [EC:1.3.7.8] (bcrC, badD)",0
KO:K04113,"benzoyl-CoA reductase subunit B [EC:1.3.7.8] (bcrB, badE)",0
KO:K04114,"benzoyl-CoA reductase subunit A [EC:1.3.7.8] (bcrA, badF)",0
KO:K04115,"benzoyl-CoA reductase subunit D [EC:1.3.7.8] (bcrD, badG)",0
KO:K04119,aldo-keto reductase family 1 member C3 [EC:1.1.1.64 1.1.1.188 1.1.1.213] (AKR1C3),0
KO:K04120,ent-copalyl diphosphate synthase [EC:5.5.1.13] (E5.5.1.13),0
KO:K04121,ent-kaurene synthase [EC:4.2.3.19] (E4.2.3.19),0
KO:K04122,"ent-kaurene oxidase [EC:1.14.13.78] (GA3, CYP701)",0
KO:K04123,ent-kaurenoic acid hydroxylase [EC:1.14.13.79] (KAO),0
KO:K04126,isopenicillin-N synthase [EC:1.21.3.1] (PCBC),0
KO:K04127,isopenicillin-N epimerase [EC:5.1.1.17] (cefD),0
KO:K04283,trypanothione-disulfide reductase [EC:1.8.1.12] (TRYR),0
KO:K04478,monofunctional glycosyltransferase [EC:2.4.1.-] (sgtB),0
KO:K04486,histidinol-phosphatase (PHP family) [EC:3.1.3.15] (E3.1.3.15B),1
KO:K04487,"cysteine desulfurase [EC:2.8.1.7] (iscS, NFS1)",2
KO:K04516,"chorismate mutase [EC:5.4.99.5] (AROA1, aroA)",0
KO:K04517,prephenate dehydrogenase [EC:1.3.1.12] (tyrA2),0
KO:K04518,prephenate dehydratase [EC:4.2.1.51] (pheA2),0
KO:K04628,"2-hydroxyacylsphingosine 1-beta-galactosyltransferase [EC:2.4.1.45] (CGT, UGT8)",0
KO:K04708,3-dehydrosphinganine reductase [EC:1.1.1.102] (E1.1.1.102),0
KO:K04709,Acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] (LAG1),0
KO:K04710,ceramide synthetase [EC:2.3.1.24] (CERS),0
KO:K04712,sphingolipid delta-4 desaturase [EC:1.14.-.-] (DEGS),0
KO:K04713,sphinganine C4-monooxygenase [EC:1.14.18.5] (SUR2),0
KO:K04714,shingomyelin synthase [EC:2.7.8.27] (SGMS),0
KO:K04718,sphingosine kinase [EC:2.7.1.91] (SPHK),0
KO:K04719,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79] (bluB)",0
KO:K04765,ATP diphosphatase [EC:3.6.1.8] (mazG),0
KO:K04835,methylaspartate ammonia-lyase [EC:4.3.1.2] (mal),0
KO:K05275,pyridoxine 4-dehydrogenase [EC:1.1.1.65] (E1.1.1.65),0
KO:K05277,leucoanthocyanidin dioxygenase [EC:1.14.11.19] (E1.14.11.19),0
KO:K05278,flavonol synthase [EC:1.14.11.23] (FLS),0
KO:K05280,flavonoid 3'-monooxygenase [EC:1.14.13.21] (E1.14.13.21),0
KO:K05282,gibberellin 20-oxidase [EC:1.14.11.12] (E1.14.11.12),0
KO:K05283,"phosphatidylinositol glycan, class W [EC:2.3.-.-] (PIGW)",0
KO:K05284,"phosphatidylinositol glycan, class M [EC:2.4.1.-] (PIGM)",0
KO:K05285,"phosphatidylinositol glycan, class N [EC:2.7.-.-] (PIGN)",0
KO:K05286,"phosphatidylinositol glycan, class B [EC:2.4.1.-] (PIGB)",0
KO:K05287,"phosphatidylinositol glycan, class F [EC:2.7.-.-] (PIGF)",0
KO:K05288,"phosphatidylinositol glycan, class O (PIGO)",0
KO:K05289,glycosylphosphatidylinositol transamidase (GAA1),0
KO:K05290,"phosphatidylinositol glycan, class K [EC:2.6.-.-] (PIGK)",0
KO:K05291,"phosphatidylinositol glycan, class S (PIGS)",0
KO:K05292,"phosphatidylinositol glycan, class T (PIGT)",0
KO:K05293,"phosphatidylinositol glycan, class U (PIGU)",0
KO:K05294,glycosylphosphatidylinositol deacylase [EC:3.-.-.-] (PGAP1),0
KO:K05296,3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51] (E1.1.1.51),0
KO:K05298,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13] (GAPA),0
KO:K05299,formate dehydrogenase alpha subunit [EC:1.2.1.43] (fdhA1),0
KO:K05304,"sialic acid synthase [EC:2.5.1.56 2.5.1.57] (NANS, SAS)",0
KO:K05305,fucokinase [EC:2.7.1.52] (FUK),0
KO:K05306,phosphonoacetaldehyde hydrolase [EC:3.11.1.1] (phnX),0
KO:K05307,thiamine-triphosphatase [EC:3.6.1.28] (THTPA),0
KO:K05308,gluconate/galactonate dehydratase [EC:4.2.1.140] (gnaD),0
KO:K05309,microsomal prostaglandin-E synthase 2 [EC:5.3.99.3] (PTGES2),0
KO:K05343,maltose alpha-D-glucosyltransferase/ alpha-amylase [EC:5.4.99.16 3.2.1.1] (treS),0
KO:K05349,beta-glucosidase [EC:3.2.1.21] (bglX),1
KO:K05350,beta-glucosidase [EC:3.2.1.21] (bglB),0
KO:K05351,D-xylulose reductase [EC:1.1.1.9] (E1.1.1.9),0
KO:K05353,putrescine N-methyltransferase [EC:2.1.1.53] (PMT),0
KO:K05358,quinate dehydrogenase (quinone) [EC:1.1.5.8] (quiA),0
KO:K05359,"arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51] (ADT, PDT)",0
KO:K05362,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7] (E6.3.2.7, murE)",0
KO:K05366,penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-] (mrcA),1
KO:K05376,"phycoerythrin alpha chain (cpeA, mpeA)",0
KO:K05377,"phycoerythrin beta chain (cpeB, mpeB)",0
KO:K05378,"phycoerythrin-associated linker protein (cpeC, mpeC)",0
KO:K05381,phycoerythrin-associated linker protein (cpeR),0
KO:K05382,phycoerythrin-associated linker protein (cpeS),0
KO:K05383,CpeT protein (cpeT),0
KO:K05384,"bilin biosynthesis protein (cpeU, mpeU)",0
KO:K05385,bilin biosynthesis protein (cpeY),0
KO:K05386,bilin biosynthesis protein (cpeZ),0
KO:K05394,atrazine chlorohydrolase [EC:3.8.1.8] (atzA),0
KO:K05526,succinylglutamate desuccinylase [EC:3.5.1.96] (astE),0
KO:K05528,"alpha 1,6-mannosyltransferase [EC:2.4.1.232] (OCH1)",0
KO:K05529,mannan polymerase complexes MNN9 subunit [EC:2.4.1.-] (MNN9),0
KO:K05530,mannan polymerase I complex VAN1 subunit [EC:2.4.1.-] (VAN1),0
KO:K05531,mannan polymerase II complex MNN10 subunit [EC:2.4.1.-] (MNN10),0
KO:K05532,mannan polymerase II complex MNN11 subunit [EC:2.4.1.-] (MNN11),0
KO:K05533,mannan polymerase II complex ANP1 subunit [EC:2.4.1.-] (ANP1),0
KO:K05534,mannan polymerase II complex HOC1 subunit [EC:2.4.1.-] (HOC1),0
KO:K05535,"alpha 1,2-mannosyltransferase [EC:2.4.1.-] (MNN2)",0
KO:K05536,"alpha 1,2-mannosyltransferase [EC:2.4.1.-] (MNN5)",0
KO:K05537,mannosylphosphate transferase [EC:2.7.8.-] (KTR6),0
KO:K05538,"alpha 1,3-mannosyltransferase [EC:2.4.1.-] (MNN1)",0
KO:K05546,"alpha 1,3-glucosidase [EC:3.2.1.84] (GANAB)",0
KO:K05549,"benzoate/toluate 1,2-dioxygenase alpha subunit [EC:1.14.12.10 1.14.12.-] (benA-xylX)",0
KO:K05550,"benzoate/toluate 1,2-dioxygenase beta subunit [EC:1.14.12.10 1.14.12.-] (benB-xylY)",0
KO:K05572,NAD(P)H-quinone oxidoreductase subunit 1 [EC:1.6.5.3] (ndhA),0
KO:K05573,NAD(P)H-quinone oxidoreductase subunit 2 [EC:1.6.5.3] (ndhB),0
KO:K05574,NAD(P)H-quinone oxidoreductase subunit 3 [EC:1.6.5.3] (ndhC),0
KO:K05575,NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3] (ndhD),0
KO:K05576,NAD(P)H-quinone oxidoreductase subunit 4L [EC:1.6.5.3] (ndhE),0
KO:K05577,NAD(P)H-quinone oxidoreductase subunit 5 [EC:1.6.5.3] (ndhF),0
KO:K05578,NAD(P)H-quinone oxidoreductase subunit 6 [EC:1.6.5.3] (ndhG),0
KO:K05579,NAD(P)H-quinone oxidoreductase subunit H [EC:1.6.5.3] (ndhH),0
KO:K05580,NAD(P)H-quinone oxidoreductase subunit I [EC:1.6.5.3] (ndhI),0
KO:K05581,NAD(P)H-quinone oxidoreductase subunit J [EC:1.6.5.3] (ndhJ),0
KO:K05582,NAD(P)H-quinone oxidoreductase subunit K [EC:1.6.5.3] (ndhK),0
KO:K05583,NAD(P)H-quinone oxidoreductase subunit L [EC:1.6.5.3] (ndhL),0
KO:K05584,NAD(P)H-quinone oxidoreductase subunit M [EC:1.6.5.3] (ndhM),0
KO:K05585,NAD(P)H-quinone oxidoreductase subunit N [EC:1.6.5.3] (ndhN),0
KO:K05586,bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3] (hoxE),0
KO:K05587,bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3] (hoxF),0
KO:K05588,bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3] (hoxU),0
KO:K05597,"glutamin-(asparagin-)ase [EC:3.5.1.38] (aspQ, ansB, ansA)",0
KO:K05602,histidinol-phosphatase [EC:3.1.3.15] (hisN),0
KO:K05604,beta-Ala-His dipeptidase [EC:3.4.13.20] (CNDP1),0
KO:K05605,3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] (HIBCH),0
KO:K05606,"methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1] (MCEE, epi)",0
KO:K05607,methylglutaconyl-CoA hydratase [EC:4.2.1.18] (AUH),0
KO:K05783,dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-] (benD-xylL),0
KO:K05784,"benzoate/toluate 1,2-dioxygenase reductase subunit [EC:1.18.1.-] (benC-xylZ)",0
KO:K05797,4-cresol dehydrogenase (hydroxylating) [EC:1.17.99.1] (E1.17.99.1),0
KO:K05821,aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28] (ARO9),0
KO:K05822,"tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89] (dapH, dapD)",0
KO:K05823,N-acetyldiaminopimelate deacetylase [EC:3.5.1.47] (E3.5.1.47),0
KO:K05824,homoisocitrate dehydrogenase [EC:1.1.1.87] (LYS12),0
KO:K05825,2-aminoadipate transaminase [EC:2.6.1.-] (LYSN),0
KO:K05827,[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43] (lysX),0
KO:K05828,"LysW-gamma-L-alpha-aminoadipate/LysW-L-glutamate kinase [EC:2.7.2.-] (lysZ, argB)",0
KO:K05829,"LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.-] (lysY, argC)",0
KO:K05830,"LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.-] (lysJ, argD)",0
KO:K05831,"LysW-gamma-L-lysine/LysW-L-ornithine carboxypeptidase (lysK, argE)",0
KO:K05848,phytoceramidase [EC:3.5.1.-] (YPC1),0
KO:K05857,"phosphatidylinositol phospholipase C, delta [EC:3.1.4.11] (PLCD)",0
KO:K05858,"phosphatidylinositol phospholipase C, beta [EC:3.1.4.11] (PLCB)",0
KO:K05859,"phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11] (PLCG2)",0
KO:K05860,"phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11] (PLCE)",0
KO:K05861,"phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11] (PLCZ)",0
KO:K05878,"dihydroxyacetone kinase, N-terminal domain [EC:2.7.1.-] (dhaK)",2
KO:K05879,"dihydroxyacetone kinase, C-terminal domain [EC:2.7.1.-] (dhaL)",2
KO:K05887,quinate/shikimate dehydrogenase [EC:1.1.1.282] (ydiB),0
KO:K05894,12-oxophytodienoic acid reductase [EC:1.3.1.42] (OPR),0
KO:K05895,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106] (cobK-cbiJ),0
KO:K05898,3-oxosteroid 1-dehydrogenase [EC:1.3.99.4] (kstD),0
KO:K05917,sterol 14-demethylase [EC:1.14.13.70] (CYP51),0
KO:K05928,tocopherol O-methyltransferase [EC:2.1.1.95] (E2.1.1.95),0
KO:K05933,aminocyclopropanecarboxylate oxidase [EC:1.14.17.4] (E1.14.17.4),0
KO:K05934,"precorrin-3B C17-methyltransferase [EC:2.1.1.131] (E2.1.1.131, cobJ, cbiH)",0
KO:K05936,"precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271] (cobM, cbiF)",0
KO:K06001,tryptophan synthase beta chain [EC:4.2.1.20] (trpB),0
KO:K06041,"arabinose-5-phosphate isomerase [EC:5.3.1.13] (kdsD, kpsF)",0
KO:K06042,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60] (cobH-cbiC),0
KO:K06044,"(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15] (treY, glgY)",0
KO:K06116,glycerol 3-phosphatase 1 [EC:3.1.3.21] (GPP1),0
KO:K06117,glycerol 3-phosphatase 2 [EC:3.1.3.21] (GPP2),0
KO:K06119,sulfoquinovosyltransferase [EC:2.4.1.-] (SQD2),0
KO:K06123,1-acylglycerone phosphate reductase [EC:1.1.1.101] (AYR1),0
KO:K06124,phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75] (PHOSPHO1),0
KO:K06125,4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39] (COQ2),0
KO:K06126,ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-] (COQ6),0
